Name	Collection	Experiment	Water	Defoliation	SowingDate	FD	GrowthSeason	Rotation	StartDate	MidDate	FinishDate
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	1	6	9/01/2003	25/01/2003	10/02/2003
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	1	7	11/02/2003	2/03/2003	22/03/2003
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	1	8	23/03/2003	13/04/2003	4/05/2003
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	1	9	5/05/2003	24/05/2003	12/06/2003
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	2	1	13/06/2003	31/07/2003	17/09/2003
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	2	2	18/09/2003	3/10/2003	18/10/2003
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	2	3	19/10/2003	31/10/2003	12/11/2003
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	2	4	13/11/2003	27/11/2003	12/12/2003
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	2	5	13/12/2003	25/12/2003	7/01/2004
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	2	6	8/01/2004	23/01/2004	7/02/2004
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	2	7	8/02/2004	28/02/2004	19/03/2004
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	2	8	20/03/2004	10/04/2004	2/05/2004
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	2	9	3/05/2004	22/05/2004	11/06/2004
Iversen_91DefoliationSL	2002_2004	Lincoln2002	irr	SL	No	FD5	3	1	12/06/2004	7/08/2004	3/10/2004
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	1	1	14/06/2002	29/07/2002	13/09/2002
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	1	2	14/09/2002	28/09/2002	13/10/2002
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	1	3	14/10/2002	26/10/2002	8/11/2002
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	1	4	9/11/2002	22/11/2002	6/12/2002
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	1	5	7/12/2002	20/12/2002	3/01/2003
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	1	6	4/01/2003	20/01/2003	5/02/2003
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	1	7	6/02/2003	18/02/2003	6/03/2003
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	1	8	7/03/2003	17/03/2003	3/04/2003
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	1	9	4/04/2003	16/04/2003	2/05/2003
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	1	10	3/05/2003	22/05/2003	12/06/2003
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	2	1	13/06/2003	28/07/2003	17/09/2003
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	2	2	18/09/2003	29/09/2003	15/10/2003
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	2	3	16/10/2003	29/10/2003	11/11/2003
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	2	4	12/11/2003	26/11/2003	11/12/2003
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	2	5	12/12/2003	23/12/2003	3/01/2004
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	2	6	4/01/2004	18/01/2004	2/02/2004
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	2	7	3/02/2004	17/02/2004	3/03/2004
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	2	8	4/03/2004	16/03/2004	31/03/2004
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	2	9	1/04/2004	13/04/2004	27/04/2004
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	2	10	28/04/2004	18/05/2004	9/06/2004
Iversen_91DefoliationSS	2002_2004	Lincoln2002	irr	SS	No	FD5	3	1	10/06/2004	6/08/2004	4/10/2004
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	1	1	30/01/2015	13/03/2015	24/04/2015
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	1	2	25/04/2015	15/06/2015	6/08/2015
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	2	1	4/09/2015	17/10/2015	30/11/2015
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	2	2	3/12/2015	13/01/2016	23/02/2016
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	2	3	26/02/2016	5/04/2016	14/05/2016
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	3	1	12/07/2016	22/08/2016	3/10/2016
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	3	2	15/10/2016	28/11/2016	11/01/2017
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	3	3	26/01/2017	9/03/2017	20/04/2017
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	3	4	11/05/2017	10/06/2017	11/07/2017
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	4	1	17/07/2017	30/08/2017	13/10/2017
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	4	2	19/10/2017	2/12/2017	15/01/2018
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	1	1	30/01/2015	13/03/2015	24/04/2015
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	1	2	25/04/2015	15/06/2015	6/08/2015
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	2	1	4/09/2015	17/10/2015	30/11/2015
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	2	2	3/12/2015	13/01/2016	23/02/2016
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	2	3	26/02/2016	5/04/2016	14/05/2016
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	3	1	12/07/2016	22/08/2016	3/10/2016
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	3	2	15/10/2016	28/11/2016	11/01/2017
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	3	3	26/01/2017	9/03/2017	20/04/2017
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	3	4	11/05/2017	10/06/2017	11/07/2017
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	4	1	17/07/2017	30/08/2017	13/10/2017
Iverson12DeFD2	2014_2018	Lincoln2015	irr	HH	no	FD2	4	2	19/10/2017	2/12/2017	15/01/2018
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	1	1	30/01/2015	13/03/2015	24/04/2015
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	1	2	25/04/2015	15/06/2015	6/08/2015
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	2	1	4/09/2015	17/10/2015	30/11/2015
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	2	2	3/12/2015	13/01/2016	23/02/2016
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	2	3	26/02/2016	5/04/2016	14/05/2016
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	3	1	12/07/2016	22/08/2016	3/10/2016
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	3	2	15/10/2016	28/11/2016	11/01/2017
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	3	3	26/01/2017	9/03/2017	20/04/2017
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	3	4	11/05/2017	10/06/2017	11/07/2017
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	4	1	17/07/2017	30/08/2017	13/10/2017
Iverson12DeFD10	2014_2018	Lincoln2015	irr	HH	no	FD10	4	2	19/10/2017	2/12/2017	15/01/2018
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
Iverson12DeFD5	2014_2018	Lincoln2015	irr	HH	no	FD5	4	2	19/10/2017	2/12/2017	15/01/2018
